b	爱
fmgkm	而不見輿薪
dmddl	宮花寂寞紅
rrkcl	玉碗盛來琥珀光
vsvnc	峨眉山月半輪秋
fkfvc	更行更遠還生
bsmsc	禪房花木深
jflcb	曉看紅濕處
lppvr	孤雲獨去閒
dmmsr	定不負相思意
vyjjw	山氣日夕佳
gkkgd	賦得古原草送别
jjktj	多情卻被無情惱
msdym	荷盡已無擎雨蓋
pqmmc	春風花草香
ccgjm	嫦娥應悔偷靈藥
vrrjj	粉身碎骨渾不怕
mjrkc	不知轉入此中來
fcpcc	五洲震盪風雷激
kcfnc	四海翻騰雲水怒
mmrbd	蕭蕭班馬鳴
smvlg	桃花塢裏桃花庵
hrrpd	柴門聞犬吠
nrlnh	肌理細膩骨肉匀
yckyw	西湖歌舞幾時休
sygck	東籬把酒黃昏後
hnmkw	歲月不待人
ldmgc	長安不見使人愁
dtcls	銀燭秋光冷畫屏
stmsd	相逢不相識
cjfmm	世事兩茫茫
tylkr	十年窗下無人問
pkfym	獨學而無友
rrfvk	開軒面場圃
mnlpq	花月正春風
fcmkl	一洗萬古凡馬空
fvgrc	兩山排闥送青來
crskg	飛鳥相與還
glyfr	則孤陋而寡聞
ncpcc	月湧大江流
gclmm	還來就菊花
ldgvy	孟母擇鄰
mcvjr	黃河遠上白雲間
ydffv	笑語盈盈暗香去
jlkcc	悵望千秋一灑淚
phycr	獨自怎生得黑
kcyws	野渡無人舟自橫
klkgr	且放白鹿青崖間
smgmc	君不見黃河之水天上來
mklml	萬國衣冠拜冕旒
mmcrl	燕草如碧絲
kdjlq	白銀盤裏一青螺
lbcpj	總爲浮雲能蔽日
qkpsl	蛾兒雪柳黃金縷
pmcfm	春在溪頭薺菜花
kdwbw	歌詩合爲事而作
knkjr	三月三日天氣新
hrvjv	忽聞岸上踏歌聲
wjllk	何事長向别時圓
dcwgj	金沙水拍雲崖暖
wcmcg	人生不滿百
fsgcw	五柳先生傳
cwtyr	流水十年間
lsjlq	小樓昨夜又東風
ncrvt	態濃意遠淑且真
kjfws	野曠天低樹
vfwmc	山形依舊枕寒流
mjyyl	苦恨年年壓金線
xtlnd	卷帷望月空長嘆
rskgm	玉樹後庭花
rcrjg	問世間情是何物
cjdth	波上寒煙翠
wjmwd	人事有代謝
jnwjg	明月何時照我還
ljpmb	長恨春歸無覓處
ljcnj	正是河豚欲上時
kfhdc	與爾同銷萬古愁
ltmjl	孤燈不明思欲絶
mkpdt	不與秦塞通人煙
wkghw	侍兒扶起嬌無力
yhljr	無邊光景一時新
mqxcy	荷風送香氣
glshm	朱雀橋邊野草花
cmjtm	深巷明朝賣杏花
lstjr	綠楊煙外曉寒輕
glfrc	拂了一身還滿
rdmqk	聞官軍收河南河北
pbmbd	大禮不辭小讓
wycky	佳節又重陽
syvmw	尋隱者不遇
mjlmd	不知細葉誰裁出
bjlsh	驛外斷橋邊
pcwls	秦桑低綠枝
lkvsj	贏得青樓薄倖名
mfpms	菊殘猶有傲霜枝
wglyy	但願長醉不復醒
rndsv	黯然銷魂者
kbxlh	千騎卷平岡
cbhkc	池魚思故淵
jjyvv	明日隔山嶽
vnkjk	教然後知困
ydpjs	無言獨上西樓
dmkkl	中有千千結
ddgkm	家家扶得醉人歸
grdms	羈鳥戀舊林
pvgkn	泰山壓頂不彎腰
jcpmg	事如春夢了無痕
kktdl	千里鶯啼綠映紅
mmgsg	莓苔見履痕
smdll	林花謝了春紅
mgccc	不廢江河萬古流
fckmh	爾來四萬八千歲
wblbl	何處望神州
mgcll	萬物生光輝
cjccs	如臨深淵如履薄冰
lllcj	縹緲孤鴻影
fvvvd	兩岸青山相對出
mdlgk	鶴鳴於九皋
fwdhl	一水護田將綠繞
mpccr	暮靄沉沉楚天闊
lymsp	向陽花木易爲春
mklkg	萬里長征人未還
svvct	木欣欣以向榮
smtsl	木蘭當户織
mkwkf	不成人之惡
fnlkb	一路經行處
hmctd	自在嬌鶯恰恰啼
jwwll	心似雙絲網
kjlxg	可憐夜半虚前席
cddcc	海客談瀛洲
jjwkj	最是倉皇辭廟日
wlmkj	便縱有千種風情
vvxrs	青山着意化爲橋
jljhq	昨夜星辰昨夜風
dgsjj	只願君心似我心
msmvs	取次花叢懶回顧
ksrbg	欲將輕騎逐
mmwpr	落花人獨立
mjjnl	不才明主棄
tckmf	煙濤微茫信難求
ddddm	嘔啞嘲哳難爲聽
cgqls	滿眼風光北固樓
ssvjn	楊柳岸曉風殘月
sccjh	冷香飛上詩句
jlmnd	豎子不足與謀
lwmww	絶代有佳人
llmdm	絃斷有誰聽
vmcvq	青草池塘處處蛙
lbjts	幾處早鶯爭暖樹
xlwxs	半緣修道半緣君
pspvm	雲橫秦嶺家何在
ccrmr	江流石不轉
mmcvj	蔞蒿滿地蘆芽短
gfrrs	九天閶闔開宮殿
kgfcw	循序而漸進
kjydv	可憐無數山
lksmh	幾回魂夢與君同
rlslm	閒敲棋子落燈花
kkmvd	故國不堪回首月明中
kssmq	歌盡桃花扇底風
mrssv	不聞機杼聲
cfcml	泥融飛燕子
fvcyc	五嶺逶迤騰細浪
msjyp	黃梅時節家家雨
mkmdv	有國有家者
pmmmp	獨有英雄驅虎豹
xncsv	前月浮樑買茶去
qdwtk	風吹仙袂飄飄舉
ypwkc	陽春佈德澤
hvmjs	丹青不知老將至
sdmck	楊家有女初長成
pkmsd	大行不顧細謹
smccy	冷落清秋節
cjdvv	江上數峰青
kkjtq	千里快哉風
wnxlw	今月曾經照古人
fbgjl	我愛夏日長
kcywn	可以無飢矣
fxgyn	一尊還酹江月
lrjmp	夜闌臥聽風吹雨
yklld	西北望長安
lnfym	夜月一簾幽夢
kklgf	得成比目何辭死
djfff	别是一番滋味在心頭
smlkk	將軍夜引弓
cvlvk	登幽州臺歌
wdfdd	你言我語
fjmfj	一日難再晨
cpjcs	愁雲慘淡萬里凝
dfdss	呵手試梅妝
ddryn	寂寞開無主
vrvgf	青鳥殷勤爲探看
kjgnl	可憐九月初三夜
sjmmq	林暗草驚風
sqyfs	東風第一枝
ytpkx	西當太白有鳥道
mxmds	莫道不銷魂
rkwmn	開國何茫然
cynnk	酒酣胸膽尚開張
qdswv	蟬噪林逾靜
kgvsd	卻把青梅嗅
plmrg	雲鬢花顔金步摇
kwkrw	古人學問無遺力
kjklc	可憐白髮生
kcbmn	可以爲師矣
mfpqj	解釋春風無限恨
fvfjl	死去元知萬事空
nfkvw	炙手可熱勢絶倫
ltfsc	孤帆一片日邊來
mjwbk	不知何處是他鄉
lsrnk	平林新月人歸後
cfjdm	溪頭臥剝蓮蓬
yljfd	敏於事而慎於言
kqgvg	北風捲地白草折
rrjwv	文章憎命達
fvbkj	天地爲之久低昂
cbdcm	奴爲出來難
ddrmc	誰家新燕啄春泥
mjcnm	不知乘月幾人歸
wsklb	休將白髮唱黃雞
fvhvc	一去紫臺連朔漠
kwlsv	白水繞東城
jjgyf	多情應笑我
dmkkd	寥落古行宮
rdchs	鳥宿池邊樹
frjvm	天意憐幽草
wlnkr	僧敲月下門
ldfsn	長安一片月
lvmgw	空山不見人
wlrvt	會向瑶臺月下逢
tjjnm	當時明月在
ccckc	河漢清且淺
vjdvw	遠上寒山石徑斜
pwpty	猶似霓裳羽衣舞
pqvmq	獨留青冢向黃昏
msglv	萬户搗衣聲
mmfvr	茫茫天地間
wlstw	坐斷東南戰未休
hrjts	越鳥巢南枝
kkjvv	卽從巴峽穿巫峽
rlddl	玉容寂寞淚闌干
mlsrg	若非群玉山頭見
mmshk	蒼蒼橫翠微
ccktd	添酒回燈重開宴
kxljs	白首方悔讀書遲
cftvk	種豆南山下
lybgc	光陰虚度
wcjtp	飲湖上初晴後雨
kchkk	兒女忽成行
wjlkt	何時忘卻營營
ftvkd	天南地北雙飛客
kbwkq	胡馬依北風
cdpdd	洪鐘大呂
pqtkn	春風十里揚州路
ddvjs	錦官城外柏森森
cxdsp	漫卷詩書喜欲狂
lrbvl	紅顔未老恩先斷
sgwvc	妝罷低聲問夫婿
cwmmc	滿架薔薇一院香
gsdss	揀盡寒枝不肯棲
lpbkd	細雨魚兒出
lcwwl	緣愁似個長
vmmyd	山色有無中
kymkc	盛年不重來
kjvfn	欲上青天攬明月
csbts	丞相祠堂何處尋
vtlkj	老翅幾回寒暑
dyryq	金陵王氣黯然收
dbcqr	鐵馬秋風大散關
mrgcc	荆門九派通
kjmjd	卻是舊時相識
hwdfc	越人語天姥
kcvdc	垂淚對宮娥
kkklj	千古興亡多少事
mslcc	不盡長江滚滚流
ssvvl	楊柳青青江水平
syjwl	樹陰照水愛晴柔
rctyd	妾發初覆額
qtlfc	風煙望五津
pjstd	猶恐相逢是夢中
cscts	秋盡江南草未凋
qjrvr	風暖鳥聲碎
nrgcl	月黑雁飛高
mgrrb	不見玉顔空死處
jlpcb	昨夜雨疏風驟
fwdsd	而今識盡愁滋味
kkhns	三國周郎赤壁
vcrrc	山河破碎風飄絮
cpcpr	積雪浮雲端
cycfd	潯陽江頭夜送客
dcpmv	錦江春色來天地
jvlks	最喜小兒無賴
gddfl	把吳鉤看了
ypcck	竹露滴清響
tcvlp	朝如青絲暮成雪
pdsqc	雲母屏風燭影深
csdst	深柳讀書堂
wrcdw	借問漢宮誰得似
cskyf	如椽之筆
cfhyd	淡乎其無味
mmsxc	芙蓉樓送辛漸
xjbpm	曾照彩雲歸
wjykh	水晶簾動微風起
kjcms	可憐飛燕倚新妝
ljhrm	長恨此身非我有
tdclm	常記溪亭日暮
smmmr	楓葉荻花秋瑟瑟
lxdlk	幾曾識干戈
ggcpy	擬把疏狂圖一醉
mncsp	蕩胸生層雲
mvnwd	燕山月似鉤
cpfdk	浮雲一别後
vljrj	山光悦鳥性
dkcch	塞下秋來風景異
hmcmm	自在飛花輕似夢
cjkcw	江上往來人
cjrcj	始是新承恩澤時
fkrpx	兩三點雨山前
hllds	此夜曲中聞折柳
gfgcj	見我應如是
fdwcc	一吟雙淚流
ljrml	向晚意不適
hmjmr	思歸多苦顔
hjwcs	自是人生長恨水長東
vlwcc	表裏俱澄澈
lmcfc	紅藕香殘玉簟秋
kpkxl	白雪歌送武判官歸京
mmrrj	蓬萊文章建安骨
lsyps	紅樓隔雨相望冷
wjkjg	今日之日多煩憂
kfklb	回頭下望人寰處
djmqc	已是黃昏獨自愁
kklhy	行成於思而毁於隨
dvlyl	錦城絲管日紛紛
ryytm	珠箔飄燈獨自歸
fwskj	看你橫行到幾時
kxjsp	白首臥松雲
fdmcc	天寒夢澤深
kfhvh	四面邊聲連角起
mvtck	暮去朝來顔色故
flrds	一曲新詞酒一杯
mgldp	不見長安見塵霧
bdqmm	馬鳴風蕭蕭
dklly	中兒正織雞籠
yqtsy	隨風直到夜郎西
xrbtr	羞顔未嘗開
pkdfs	大兒鋤豆溪東
ndmvr	月出驚山鳥
lghsr	小扣柴扉久不開
kjhkk	四時田園雜興
lmfkk	艶色天下重
kgyvc	泉眼無聲惜細流
rwjjc	離人心上秋
ssdvl	遲遲鐘鼓初長夜
gmrxb	折花門前劇
jvfwp	巫山一段雲
rhcpw	玉壘浮雲變古今
dvwhv	實迷途其未遠
lcmmf	平沙莽莽黃入天
djfjf	别是一般滋味在心頭
mkklg	不慼慼於貧賤
ckmms	飛入菜花無處尋
wbbbx	但愛鱸魚美
kshtd	三顧頻煩天下計
wmbcc	水落魚梁淺
dvmxc	戰士軍前半死生
rwsck	碧水東流至此回
xlctc	半夜涼初透
vvvgf	地崩山摧壯士死
wyfvy	水隨天去秋無際
jdmwr	是别有人間
yydqj	陰陽割昏曉
yktkm	醉後各分散
fyylf	五陵年少爭纏頭
mcjmw	不如憐取眼前人
plcvy	春夜洛城聞笛
mjmgh	舊時茅店社林邊
lsthl	高樓當此夜
kddhb	古調雖自愛
fpmkd	我獨不得出
svmbr	群山萬壑赴荆門
jyjrt	恨無知音賞
fsytf	一片降幡出石頭
bbmms	魚戲蓮葉東
qwgcs	風住塵香花已盡
hvmdb	丹青難寫是精神
lrlrh	紅顔棄軒冕
fmrkc	爾曹身與名俱滅
lqmkg	長風萬里送秋雁
hsmgl	思君不見下渝州
bdckv	爲誰流下瀟湘去
cmpkc	麥花雪白菜花稀
vjwyw	山映斜陽天接水
wlmgh	但悲不見九州同
cpkmy	江春入舊年
qqcjf	蜻蜓飛上玉搔頭
jyykk	夕陽西下幾時回
fmgtc	血色羅裙翻酒污
jyfsd	事無兩樣人心别
kkgyd	強樂還無味
rrglv	轉軸撥絃三兩聲
cqxlq	清風半夜鳴蟬
gcccl	罷如江海凝清光
gjlng	應是綠肥紅瘦
dmgmv	言師採藥去
ljctj	正是江南好風景
ccppc	來如雷霆收震怒
dvkwc	出山泉水濁
ktrrd	千載琵琶作胡語
wwccw	人似秋鴻來有信
cgvcv	滿目山河空念遠
bbmmk	魚戲蓮葉北
jvpcw	悔教夫婿覓封侯
yjhlm	醒時同交歡
jglcc	惟見長江天際流
nrcsg	路轉溪橋忽見
xlnht	弟子服其勞
bvvkd	馬嵬坡下泥土中
bbmmy	魚戲蓮葉西
wrwdk	但聞人語響
cdplc	深鎖春光一院愁
djwcj	只恐雙溪舴艋舟
xkcqp	半入江風半入雲
wwshc	化作相思淚
mmccy	花有清香月有陰
wcljs	人生長恨水長東
pwkcj	替人垂淚到天明
sldmn	梅子金黃杏子肥
gjkkj	應知故鄉事
ghgkm	願同塵與灰
nkmmw	月旣不解飲
jnslw	明月樓高休獨倚
bbmmt	魚戲蓮葉南
ppjcg	雲霓明滅或可睹
dflvg	單于夜遁逃
cpllr	浮雲遊子意
cgqsx	淡掃蛾眉朝至尊
jndsm	明月别枝驚鵲
jkyfr	影徒隨我身
wwmhj	何人不起故園情
cgmcc	濃睡不消殘酒
fvfbr	蠶叢及魚鳧
rsdfs	新妝宜面下朱樓
mccld	不汲汲於富貴
kysvl	歌管樓臺聲細細
hvfbd	此地一爲别
msggg	草枯鷹眼疾
ksvck	卻顧所來徑
clcbc	江州司馬青衫濕
pkpll	春從春遊夜專夜
mkwjj	七八個星天外
frlcs	衆鳥高飛盡
wwkrd	伯仲之間見伊呂
ddrkj	寂寞身後事
pqssj	春風桃李花開日
ckkcx	漢下白登道
frdlr	天門中斷楚江開
dlpcm	皮裏春秋空黑黃
fkkcb	而後可以有爲
rcvps	身登青雲梯
wfljs	低頭向暗壁
wclkj	人世幾回傷往事
shppc	相期邈雲漢
kdmfk	千喚不一回
cbmkd	妙處難與君説
ftrcj	兩朝開濟老臣心
jdpcd	時鳴春澗中
vmwkx	遠芳侵古道
wdbbn	休説鱸魚堪膾
flnvm	天長路遠魂飛苦
mgmwg	不見有人還
ckcvs	漸行漸遠漸無書
ghggd	百步九折縈巖巒
qkylv	鳳歌笑孔丘
fjmbb	一旦歸爲臣虜
kdlhm	戍客望邊色
pvvkp	雲青青兮欲雨
klvcc	胡窺青海灣
gjnhd	應是良辰好景虚設
kygvr	衡陽雁去無留意
nlyjl	永結無情遊
glcyp	九州生氣恃風雷
cvgjv	登山則情滿於山
tkbsc	十四爲君婦
dhbgr	嘆息未應閒
ymykd	簾幕無重數
yptcq	無奈朝來寒雨晚來風
gjshm	應憐屐齒印蒼苔
hymch	其險也如此
kskfl	與君歌一曲
mkspy	不得到遼西
qcfkr	風流天下聞
glcgk	見小利則大事不成
mdscl	夢啼妝淚紅闌干
blcjv	亂紅飛過鞦韆去
ppdcj	雲霞出海曙
chkmr	決眥入歸鳥
ccptt	淚滿春衫袖
gxxnl	眼前道路無經緯
mkkkm	驚回千里夢
vhkcs	對此可以酣高樓
pcqrf	雲淡風輕近午天
ybmhn	無爲在歧路
dbldd	鐵騎突出刀槍鳴
jckry	星河欲轉千帆舞
llkfd	孤高聳天宮
wklyy	便下襄陽向洛陽
rwnsj	暫伴月將影
wrvvv	劍閣崢嶸而崔嵬
kkkfp	行樂須及春
wclrv	坐愁紅顔老
kmcwc	下有淥水之波瀾
kcnvm	卻嫌脂粉污顔色
lssvd	預將書報家
mdcvq	花鈿委地無人收
vgfvv	勢拔五嶽掩赤城
mqwbc	黃昏飲馬傍交河
xywwv	羌管悠悠霜滿地
mpmkm	黃雲萬里動風色
rkmwf	身後有餘忘縮手
mmjys	落花時節又逢君
lmmkk	孤蓬萬里徵
brckg	驅車登古原
mvffg	不堪盈手贈
cgvyv	波撼岳陽城
rncjv	聞郎江上唱歌聲
wcykm	雙飛西園草
ydvjk	西塞山懷古
tckdv	由來征戰地
dwsqw	寒食東風御柳斜
kcmhj	千秋萬歲名
nffvl	欸乃一聲山水綠
gjryc	捲上珠簾總不如
glkpc	披衣覺露滋
sswdd	憑君傳語報平安
dbvlj	誰爲表予心
gjssc	百川東到海
cljcs	生長明妃尚有村
mmsxy	黃鶴樓送孟浩然之廣陵
jmmvv	日暮蒼山遠
mmcqj	落葉秋風早
sqmxv	相迎不道遠
wjhwk	劍外忽傳收薊北
pwmlv	獨坐敬亭山
sjsll	枝上柳綿吹又少
cjjml	稱名憶舊容
rxskn	門前遲行跡
slggx	牆裏鞦韆牆外道
dvdpk	錦城雖雲樂
vskgg	嶺樹重遮千里目
rrjrt	開軒臥閒敞
qdsmc	風吹柳花滿店香
fnmkm	五月不可觸
csgtl	登建康賞心亭
pqmsd	春風不相識
khwrj	感此傷妾心
fjpvn	天明獨去無道路
mcmng	苔深不能掃
vvskl	青山橫北郭
tlsvk	十六君遠行
drwjw	出門俱是看花人
fblpl	吾愛孟夫子
cjcfl	海日生殘夜
ltpls	經冬猶綠林
skldf	畫圖省識春風面
drqsf	宛轉蛾眉馬前死
dklkp	出入高下窮煙霏
lycqj	襄陽好風日
vylks	山隨平野盡
njsmc	勝日尋芳泗水濱
ycmrj	笑漸不聞聲漸悄
hvsks	歲老根彌壯
ydqpw	無計留春住
knqqc	八月蝴蝶來
kpkpm	三春白雪歸青冢
dslmv	寄書長不達
fsbfv	一片神鴉社鼓
kmmtl	辛苦遭逢起一經
ggmdm	指揮若定失蕭曹
fmwyj	更在斜陽外
scvhv	郴江幸自繞郴山
vrrkp	城闕輔三秦
kjjjd	分明怨恨曲中論
gdckj	座中泣下誰最多
djmrm	啼時驚妾夢
ctjlc	滅燭憐光滿
cxrlv	又送王孫去
mtfll	花褪殘紅青杏小
tslqc	直至長風沙
hrwjv	忽聞水上琵琶聲
ccjqc	江湖多風波
yjpcc	簾外雨潺潺
lytfj	少年十五二十時
jmmms	時有落花至
dyygh	談笑無還期
msmsm	夢魂不到關山難
ffclm	一一生綠苔
ddcjp	詩家清景在新春
cjllx	來日綺窗前
kwkfm	故人入我夢
ywssn	舞低楊柳樓心月
mmtll	草色煙光殘照裏
mvcvt	觀者如山色沮喪
sfmmy	樹頭花落未成陰
mmqpp	落花風雨更傷春
mpcps	薄霧濃雲愁永晝
jcrml	暗淡輕黃體性柔
gwmfd	羅衾不耐五更寒
lykmj	少年辛苦終身事
wgsfc	但見群鷗日日來
cwlls	流水繞孤村
kmdrk	欲取鳴琴彈
rwlsl	閒坐悲君亦自悲
ckmny	渾欲不勝簪
wwmhr	使人聽此凋朱顔
bdlbp	驪宮高處入青雲
mrcgw	昔聞洞庭水
sjcdc	盡是沙中浪底來
wshrj	倚杖柴門外
ljskh	平明尋白羽
wtvsc	今朝都到眼前來
srrrh	樓閣玲瓏五雲起
bffgf	爲我一揮手
ljrrj	總是玉關情
gldmk	捻斷數莖須
wcddc	人生識字憂患始
mllyj	莫向光陰惰寸功
kgfhs	與朱元思書
qqvjy	鳳凰臺上憶吹簫
cmmbs	如聽萬壑松
hdlll	其中綽約多仙子
nngcs	缺月掛疏桐
cmqwg	好夢留人睡
sklpk	梅須遜雪三分白
ktyck	四十年來家國
mmcdj	萋萋滿别情
wwmsl	佇倚危樓風細細
ljkhg	小舟從此逝
rrcfy	黯黯生天際
drjlc	中間多少行人淚
psqpm	雨橫風狂三月暮
yddwr	無言誰會憑闌意
nnlsp	肝膽皆冰雪
jmcdt	日暮漢宮傳蠟燭
lkfpd	小學而大遺
kgllr	御廚絡繹送八珍
jyynd	短笛無腔信口吹
vyfyv	去年天氣舊亭臺
dsjdj	説盡心中無限事
pjmmc	春心莫共花爭發
mywdm	不要人誇好顔色
kjvmj	復照青苔上
kcslv	可以橫絶峨眉巔
jqmmq	臨風聽暮蟬
wjlsl	僵臥孤村不自哀
wglcw	但見長江送流水
hccyc	自清涼無汗
vhkww	對此欲倒東南傾
lchmj	夜深忽夢少年事
vwgbg	幽人應未眠
smcjl	杏花疏影裏
wkqyr	仙樂風飄處處聞
kkmpj	千里黃雲白日曛
klmrj	且向花間留晚照
fcfww	一生一代一雙人
mbfvk	雄雞一聲天下白
gvmbw	廉者不受嗟來之食
jflsj	明我長相憶
mjffj	不是一番寒徹骨
ljmdn	小時不識月
lmmcw	六軍不發無奈何
mykyy	共醉重陽節
kcyrh	四海無閒田
ldbcr	京口瓜洲一水間
jjkwj	多情卻似總無情
prncj	雲破月來花弄影
fhkyk	兩句三年得
rdbdf	聞説雞鳴見日升
clrsd	清輝玉臂寒
lkwks	贏得倉皇北顧
kpklw	白雲回望合
kkggh	弦弦掩抑聲聲思
cpssj	秋雨梧桐葉落時
wshlm	念橋邊紅藥
msrpd	英姿颯爽猶酣戰
rcmtg	問姓驚初見
kctsn	千秋尚凜然
qcwfm	風流儒雅亦吾師
myldc	莫笑農家臘酒渾
kfgfj	白頭搔更短
wrdml	人間别久不成悲
yywvw	飄飄何所似
wjvys	今上岳陽樓
fcrfs	天姥連天向天橫
fdksk	天寒白屋貧
dxyrx	銀瓶乍破水漿迸
fgpcp	天接雲濤連曉霧
cmwkj	如聽仙樂耳暫明
vpkfy	青靄入看無
csjlt	洞房昨夜停紅燭
dwyqc	誰念西風獨自涼
grccc	攤破浣溪沙
vyqdn	豐年留客足雞豚
dsjgv	謫居臥病潯陽城
dsdrw	請君試問東流水
mcgrc	觀海則意溢於海
cjlcw	江晚正愁餘
bmjld	未解憶長安
krrry	胡琴琵琶與羌笛
jnvfg	忍能對面爲盜賊
kftlm	卻看妻子愁何在
llqgs	曲終收撥當心畫
hvdlf	翠翹金雀玉搔頭
drxyw	試問卷簾人
fyskk	我醉君復樂
dmsjg	患難相恤
fvmmy	天地英雄氣
lmkqv	細草微風岸
cpplc	香霧雲鬟濕
vknrs	山迴路轉不見君
lppwf	農夫猶餓死
ymmfr	隔葉黃鸝空好音
lkckk	小園香徑獨徘徊
jcmmm	事如芳草春長在
rdwcc	聞説雙溪春尚好
lymsp	向陽花木早逢春
mkjsd	若待上林花似錦
dgtkj	唯願當歌對酒時
rmccp	閒花淡淡春
pkcmw	露重飛難進
slvkw	鬱孤臺下清江水
gllvy	羈旅長堪醉
mjmrj	萬事不關心
mkppr	萬古雲霄一羽毛
dvdyv	鐘山只隔數重山
drkkl	别意與之誰短長
xvmrc	羞殺蕊珠宮女
lpvlt	子規聲裏雨如煙
pkrsc	雪卻輸梅一段香
mwytm	聖人無常師
ssdvj	杳杳鐘聲晚
dmshb	只有相思無盡處
cqdms	秋風吹不盡
mwhwj	蕭條異代不同時
kffcc	回看血淚相和流
wcmsg	人生不相見
rtrmc	新炊間黃粱
wdlcv	似訴平生不得志
fckgl	一沐三握髮
jrvvy	題破山寺後禪院
mrkjk	聒碎鄉心夢不成
smmkg	將軍角弓不得控
spmym	凍雷驚筍欲抽芽
kwmdn	從今若許閒乘月
jhcjm	早歲那知世事艱
slmjj	梅子黃時日日晴
ghmtk	打起黃鶯兒
tlrmy	南望王師又一年
jyrmm	映階碧草自春色
mkmcv	萬里黃河繞黑山
hhpcv	匆匆春又歸去
gwgll	蜀僧抱綠綺
nwkbj	主人下馬客在船
gghcr	誓掃匈奴不顧身
ksrlw	北斗闌干南鬥斜
mcjgd	不如早還家
slgxk	君子憂道不憂貧
dhdcx	中歲頗好道
yhlpc	無邊絲雨細如愁
fkvyl	我從去年辭帝京
ccdwc	江海寄餘生
ynmls	陶然共忘機
yjxmt	隴上羊歸塞草煙
kkhns	欲得周郎顧
jdwcd	曉鏡但愁雲鬢改
mjjdl	不知明鏡裏
yjjjs	無情最是臺城柳
ltmjr	長煙落日孤城閉
yrpmj	隨意春芳歇
qjkjc	風多響易沉
pjlqb	雪上空留馬行處
ymjmg	繁華事散逐香塵
vvmww	志士不飲盜泉之水
wwcpq	人似浮雲影不留
njlhj	勝事空自知
rymcc	問院落淒涼
vkjlt	墟里上孤煙
dmxbj	訪舊半爲鬼
smcvv	盡薺麥青青
gndrm	九月寒砧催木葉
djlml	鸞刀縷切空紛綸
phgln	雲邊雁斷胡天月
mmclv	落葉滿空山
kjtxc	待曉堂前拜舅姑
ldgkd	夜吟應覺月光寒
hgyfm	忽見陌頭楊柳色
srccc	憑軒涕泗流
kpmwc	微雨燕雙飛
rsdgp	玉樓宴罷醉和春
xkyrn	善行無轍跡
ltcmd	六朝如夢鳥空啼
tksrf	常得君王帶笑看
bmjhr	神歡體自輕
jjdgk	時時誤拂弦
kcnkl	動如參與商
qndjv	劉郎已恨蓬山遠
djlvd	塞上長城空自許
ssdmv	片片吹落軒轅臺
mywdc	不要人誇顔色好
wtrdt	雙袖龍鍾淚不幹
ddllr	鏡中衰鬢已先斑
kkpwr	野徑雲俱黑
cjtpj	江船火獨明
vmsqd	靜聽松風寒
ydrfc	無家問死生
kqsrr	因風想玉珂
kckjq	古來白骨無人收
jwbbt	忍使驊騮氣凋喪
clwtv	漏斷人初靜
kkdgy	三分割據紆籌策
cpljk	浮雲終日行
nwgvk	良人罷遠征
dmcld	邑有流亡愧俸錢
wmysj	傍花隨柳過前川
bjlkc	遥憐小兒女
fvfbc	一丘一壑也風流
jrltq	剔開紅焰救飛蛾
ddfjj	宣室求賢訪逐臣
jjvwj	魑魅喜人過
ycjdw	賈生才調更無倫
vcrgk	山深聞鷓鴣
bnsbs	亦能畫馬窮殊相
fcvmj	天涯地角有窮時
cmcvr	梨花滿地不開門
mcldr	蕭疏鬢已斑
myjcm	歡笑情如舊
mmmyc	黃蘆苦竹繞宅生
pbmpj	雪膚花貌參差是
kxctm	卻道海棠依舊
mdlvl	不論平地與山尖
sdrjk	憑寄離恨重重
lmmmj	紅葉黃花秋意晚
mmvjp	芙蓉塘外有輕雷
kbrvk	戎馬關山北
ymkmd	醉不成歡慘將别
wbpkp	化爲狼與豺
wlrnr	駕長車踏破
gsckc	賭書消得潑茶香
scllb	桃源望斷無尋處
rksqx	意欲凌風翔
ddmgj	詞中有誓兩心知
mvcsl	色靜深松裏
ywwlc	無人信高潔
mwcyb	也傍桑陰學種瓜
rlhkq	王孫自可留
vrmbl	教妾若爲容
wcccr	水深波浪闊
mckkf	歸來彷彿三更
vmgkl	青蘿拂行衣
wwmmr	側坐莓苔草映身
wlrsd	今夜聞君琵琶語
mqmpj	聽風聽雨過清明
cpjlk	秋雲暗幾重
kjlwx	行舟綠水前
fdbkj	吾寧愛與憎
mdmdd	不寢聽金鑰
fllld	一曲紅綃不知數
vcwjj	青泥何盤盤
lmsbv	平蕪盡處是春山
fjvdr	我心素已閒
ncvdk	能以精誠致魂魄
kntqm	四月南風大麥黃
mmmjl	艱難苦恨繁霜鬢
rjggl	身多疾病思田裏
yqlyl	賈氏窺簾韓掾少
fypcd	天陰雨濕聲啾啾
llkkg	望斷故園心眼
kkfvk	四弦一聲如裂帛
ywqrk	無使蛟龍得
lwwdl	綠水人家繞
kjvfn	欲上青天覽明月
skytc	妝成每被秋娘妒
vdkfr	所守或匪親
kkslc	故園東望路漫漫
pmjwk	春色惱人眠不得
hlrms	自緣身在最高層
jkbmw	怕得魚驚不應人
kpfsw	白雲一片去悠悠
kvlwk	戍鼓斷人行
yqcvh	隨風滿地石亂走
vccdj	去來江口守空船
ltyvc	終南陰嶺秀
msmgd	舊書不厭百回讀
xlttd	弟子韓幹早入室
ckrck	嫁與弄潮兒
cnpqg	秋月春風等閒度
